"x","y","cellNos","raw_2011_ascii","thppm","SAGA_wetness_index","MRRTF","Filled_DEM","drainage_2011","Altitude_Above_Channel_Network","survey","sampleNos"
"58",345734.8,6377215.5,0,27.06082,9.65819263458252,20.102518,0.06197,45.949501,3.024044,5.008537,1,15
"59",346534.8,6371265.5,0,26.45825,8.99404907226562,9.453592,0.665152,97.301498,4.238809,43.240879,1,5
"60",338609.8,6377715.5,0,26.408859,8.75271511077881,18.938128,0.136757,59.498501,3.693327,1.428978,1,30
"61",339484.8,6368740.5,0,26.020981,7.06192493438721,12.002664,2.979382,140.719299,4.921357,27.2855,1,3
"62",346684.8,6373615.5,0,25.501129,9.68795394897461,15.88235,1.111912,65.690247,3.479715,14.858936,1,14
"63",347234.8,6372790.5,0,25.609671,12.2561016082764,16.437283,0.428132,65.223251,3.693552,10.458889,1,29
"64",346034.8,6374090.5,0,25.55632,7.53031921386719,18.496578,3.916828,60.92841,3.380412,12.502491,1,13
"65",337709.8,6379515.5,0,25.297701,10.143985748291,12.619283,0.639819,83.528252,4.77894,20.007458,1,36
"66",344859.8,6378590.5,0,27.900499,11.3501644134521,17.71616,0.050982,58.582249,4.253938,20.244522,1,4
"67",338984.8,6370915.5,0,25.76951,4.24297904968262,9.703948,0.027026,169.528702,4.993825,53.386505,1,5
"69",338534.8,6369090.5,0,25.262819,5.00549554824829,14.69676,0.51289,139.144302,4.295741,12.215889,1,16
"70",343959.8,6377790.5,0,26.47389,8.48324489593506,22.354059,0.048467,39.746803,3.038813,1.284256,1,8
"72",341709.8,6374965.5,0,25.748831,9.96726036071777,12.615748,0.189099,85.327148,4.985237,21.054657,1,38
"73",346609.8,6376140.5,0,25.921169,12.1228942871094,13.32162,0.373374,73.97879,4.89134,29.367638,1,27
"74",345684.8,6377115.5,0,25.70602,9.47806167602539,19.007225,1.837163,48.48225,4.92807,7.595318,1,13
"75",344784.8,6378415.5,0,27.38139,11.051721572876,18.289154,0.249476,55.116249,2.813409,16.659851,1,7
"76",343784.8,6374765.5,0,26.24412,13.0909576416016,10.918236,2.977514,91.670128,4.74497,39.743076,1,4
"77",343584.8,6374640.5,0,25.767719,13.1974020004272,10.285291,0.040066,91.980614,4.972553,38.412357,1,21
"78",339584.8,6365090.5,0,25.700951,6.29172277450562,9.930954,0.106253,208.8078,3.307695,94.757637,1,2
"79",342159.8,6369690.5,0,27.71233,7.06632280349731,18.304607,1.371589,79.903,3.882422,2.926712,1,4
"80",349134.8,6374915.5,0,25.49383,12.5031843185425,14.636353,1.780975,72.139458,3.464377,21.017059,1,15
"81",345134.8,6374615.5,0,25.728359,10.4924192428589,20.449184,1.564968,49.060581,4.16035,2.565636,1,19
"82",345584.8,6373590.5,0,27.225691,7.435227394104,20.834959,0.339535,48.688251,3.905937,0.488232,1,12
"83",335159.8,6377865.5,0,25.747471,12.8739395141602,14.189883,4.947961,109.496498,4.720397,38.031898,1,4
"84",335859.8,6377465.5,0,26.18626,14.7504253387451,13.394357,0.675756,98.92804,4.837144,27.816277,1,14
"85",339234.8,6374215.5,0,27.10268,6.98451852798462,16.005699,1.668325,87.691704,4.487828,6.196129,1,13
"86",336234.8,6376390.5,0,26.153799,10.3504629135132,17.535906,1.387859,75.007431,4.13292,3.305939,1,22
"87",337659.8,6368940.5,0,26.165739,3.16597723960876,14.492455,0.001667,156.231796,4.004503,13.829086,1,8
"88",337484.8,6382815.5,0,25.80612,14.9358987808228,15.335517,0.145378,72.420013,4.005538,15.628387,1,15
"89",345059.8,6373865.5,0,26.57546,10.2782516479492,20.492777,1.554518,50.006378,3.953264,0.716908,1,22
"90",337059.8,6377040.5,0,26.284981,11.1241102218628,18.088451,0.027983,69.3927,3.90094,1.930305,1,17
"91",336934.8,6376865.5,0,25.71085,11.0660390853882,15.759183,2.674545,77.540733,4.873464,9.45755,1,12
"92",337434.8,6382140.5,0,25.69768,13.4058465957642,12.46158,0.292455,90.492203,4.686079,31.873543,1,28
"93",338284.8,6369315.5,0,25.51313,4.32595920562744,12.880193,0.053457,145.966797,3.959468,17.055191,1,13
"94",336709.8,6377590.5,0,25.696871,12.5235919952393,14.534441,0.28189,83.989128,4.999773,14.297913,1,32
"95",344234.8,6377590.5,0,27.52812,8.53158760070801,21.603779,0.59006,40.670502,2.869336,1.742767,1,11
"96",336134.8,6376915.5,0,25.64156,12.7452659606934,14.84402,0.031473,83.958641,4.592897,12.881363,1,29
"97",341334.8,6366715.5,0,25.48699,5.27984857559204,11.826299,0.005198,142.132507,4.992058,41.39817,1,4
"98",338009.8,6368765.5,0,25.234289,2.93759655952454,13.669461,0.000174,147.497498,3.974109,7.767258,1,9
"99",338109.8,6377765.5,0,25.91181,10.2251949310303,15.005251,2.98022,81.792,3.000968,20.283031,1,10
"100",338859.8,6377690.5,0,27.29126,8.02668190002441,19.967163,0.054911,57.789001,3.79668,1.204151,1,20
"101",348990.664,6372944.51,0,25.680361,9.49265575408936,13.698281,2.371924,77.24025,2.233933,20.240398,1,6
"102",338959.884,6378286.44,0,25.784901,8.58761978149414,17.980026,2.820837,60.089001,3.431065,3.904957,1,16
"103",348590.781,6378889.31,0,25.638149,9.15339374542236,11.864748,0.237156,109.673798,2.873184,65.425865,1,2
"104",347985.863,6371993.14,0,25.687099,8.7193775177002,14.516162,0.543541,73.892502,4.537271,13.558826,1,36
"105",344132.997,6378284.7,0,29.25075,10.2455263137817,20.200811,0.136299,46.807499,4.669562,8.903973,1,2
"106",339030.923,6373388.87,0,26.146799,6.71744775772095,14.495597,0.411166,97.693001,4.983523,4.511284,1,35
"107",339928.142,6375391.94,0,27.27836,9.42377281188965,17.103273,0.051057,69.66877,3.809785,3.569771,1,15
"108",349330.334,6374884.88,0,25.52759,13.1194944381714,13.82602,2.046811,76.600388,3.563093,25.333214,1,10
"109",337922.534,6374182.65,0,27.755951,7.50895977020264,17.94392,0.039,87.470337,4.389944,0,1,5
"110",343505.97,6382383.77,0,28.77808,8.61828136444092,19.709032,0.527207,34.388,2.079092,5.703844,1,6
"111",345282.568,6376886.46,0,26.01272,8.41841983795166,19.954176,2.565152,47.281502,3.243835,6.361557,1,18
"112",335365.931,6377181.64,0,25.73884,12.1022100448608,12.586173,0.178712,108.623299,4.751932,36.73558,1,14
"113",344510.827,6378582.29,0,26.284821,11.6479454040527,11.685159,0.265935,77.920998,4.511622,40.104813,1,18
"114",347851.932,6373089.01,0,25.63549,10.5279912948608,16.270218,2.575184,66.280746,2.592877,9.750851,1,13
"115",341329.106,6367390.45,0,25.99645,6.99895143508911,15.81722,0.161888,112.700996,4.799634,14.327667,1,14
"116",339027.844,6379183.65,0,25.52758,11.2241916656494,15.292314,0.767608,68.058502,4.126378,13.061256,1,43
"118",339564.908,6379194.56,0,25.49811,12.2291240692139,17.477587,2.788094,59.158249,4.462852,7.519226,1,13
"119",341206.91,6365377.76,0,25.518721,4.73700714111328,14.014767,0.405031,130.140305,3.762504,26.455536,1,4
"120",343966.3,6368391.71,0,27.065319,7.25521993637085,15.86344,0.310148,78.474243,4.83054,4.827118,1,25
"121",340205.272,6379894.71,0,25.749689,11.7615585327148,14.845369,1.942363,70.608749,4.495874,23.820061,1,17
"122",335527.802,6378784.72,0,26.468929,14.0050573348999,13.076649,0.231862,103.2155,4.716154,31.927933,1,15
"123",343977.801,6376587.67,0,25.54944,10.1138410568237,17.903742,2.246244,57.663689,4.163996,13.874775,1,23
"124",343225.631,6373591.4,0,26.248051,10.4232234954834,16.845505,0.69507,68.168251,4.971626,8.719296,1,30
"125",341071.03,6370691.3,0,25.590441,6.09822511672974,15.903522,0.032069,92.708748,3.990471,1.653122,1,20
"126",340857.951,6370484.92,0,25.380501,6.25763463973999,16.399084,2.76061,102.352501,4.134985,7.955116,1,9
"127",349158.662,6376992.7,0,27.50404,12.119797706604,10.66452,0.193501,99.96125,2.230886,53.064743,1,4
"128",340207.894,6378682.56,0,25.99535,11.6884355545044,19.065496,1.673869,49.553001,3.792348,0.664886,1,22
"129",347570.935,6373692.43,0,25.771799,11.3832187652588,17.821688,2.493259,59.34132,2.374856,5.815491,1,8
"130",350063.354,6373137.12,0,26.08989,11.2787523269653,14.045181,0.385196,75.9245,2.018638,20.619545,1,7
"132",339460.113,6378891.21,0,27.007071,11.2593364715576,18.547222,1.282745,55.47625,3.983841,2.706341,1,16
"133",337685.133,6374888.57,0,25.51882,8.05060482025146,15.542171,2.799728,90.938164,3.562813,10.786964,1,8
"134",349034.103,6374891.47,0,25.476089,12.27135181427,15.366772,1.67443,70.156319,3.364105,19.015141,1,16
"135",345880.647,6374288.46,0,25.7255,7.86121940612793,18.810217,3.581247,57.46336,3.864559,9.590645,1,12
"136",337758.752,6380880.94,0,25.705441,10.5862560272217,9.873657,0.201774,121.055496,4.616301,60.518532,1,4
"137",337728.738,6379790.25,0,25.89292,10.229419708252,12.081548,0.632355,87.2985,4.944819,24.303741,1,33
"138",341533.173,6377297.54,0,26.57683,14.616623878479,14.627558,1.335515,62.13475,4.605558,14.472862,1,5
"139",343260.346,6367492.21,0,26.302589,8.17188453674316,13.366714,0.378585,93.175247,4.014119,11.823181,1,20
"140",348780.14,6371575,0,27.29471,9.64447784423828,15.864941,0.319932,70.265503,4.275644,8.762547,1,16
"141",342125.694,6374288.17,0,27.46034,11.0719661712646,19.336941,4.486502,70.712959,4.730929,0.4207,1,1
"142",341408.228,6376786.49,0,25.595119,13.5978908538818,14.612105,0.585435,70.275749,4.136354,19.099495,1,30
"143",339131.963,6368092.5,0,25.369539,7.06869602203369,9.709279,0.002731,152.548492,4.892902,29.534332,1,12
"144",344138.666,6382287.24,0,27.81616,7.61040496826172,18.226412,0.003213,38.342499,2.155196,9.288923,1,3
"145",342198.304,6381278.47,0,27.743481,11.960090637207,13.706191,0.204045,56.34,2.394659,21.548546,1,4
"146",337530.106,6377087.54,0,26.84989,10.5451784133911,18.852741,0.212184,65.892807,3.909055,1.346649,1,16
"147",337082.681,6375791.46,0,26.54006,8.80414485931396,16.973028,1.372899,74.212273,3.153639,2.690163,1,5
"149",349732.882,6371080.47,0,27.30698,11.4335374832153,13.546617,4.965595,90.975754,2.15346,30.717628,1,3
"150",346381.329,6378084.62,0,25.739731,8.9404468536377,13.148213,0.454701,71.56675,4.08993,29.979191,1,7
"151",338631.595,6371383.84,0,26.39336,5.24303913116455,17.187405,0.039031,123.874298,4.803683,3.164169,1,7
"152",338905.159,6372882.2,0,26.837601,6.65961980819702,13.059082,0.233012,110.688202,4.95176,9.656578,1,24
"153",344525.273,6379875.64,0,27.4007,10.8004732131958,15.125813,2.092449,61.063999,4.384228,25.651112,1,5
"154",340875.798,6370890.01,0,25.78993,6.80406618118286,17.045452,0.008173,96.599365,3.609069,0,1,13
"155",334579.224,6375787.75,0,26.159149,8.13274192810059,12.56841,0.945297,102.899902,4.209114,28.196815,1,13
"156",337812.531,6373288.05,0,26.067329,6.92242193222046,14.274015,0.037039,105.201797,4.71802,3.946762,1,27
"157",344156.529,6370586.17,0,27.057409,9.00419330596924,20.070375,1.426792,62.665501,4.509564,1.565163,1,12
"158",339810.743,6379590.02,0,27.24094,12.7693967819214,18.106512,0.012834,56.423,3.612817,6.885147,1,10
"159",348226.616,6376279.82,0,27.825331,9.63674449920654,15.442399,0.045364,69.371834,4.764544,22.247974,1,10
"160",338776.716,6371389.53,0,25.47229,4.83118867874146,14.488062,0.508681,130.861496,3.999921,12.219795,1,16
"161",347855.914,6376983.9,0,26.584511,9.75271129608154,13.856861,2.951343,85.51725,3.583266,40.165615,1,2
"162",340509.238,6377782.43,0,26.14496,10.8063669204712,19.73185,0.038394,50.848499,2.78352,0.558628,1,17
"163",343079.178,6367991.74,0,26.57712,9.21997261047363,11.720504,0.205403,98.013252,4.029198,18.005623,1,11
"164",341711.693,6376683.76,0,25.690359,13.9948997497559,9.802047,0.383624,87.098747,3.042675,36.46537,1,3
"165",344910.364,6371080.44,0,25.959299,9.22237205505371,19.970371,2.772907,58.945,4.128103,2.972748,1,20
"166",343626.967,6374286.45,0,25.94668,12.6091613769531,10.518327,1.804455,103.0737,4.94579,48.560841,1,5
"167",342724.937,6367182.05,0,26.588421,7.6755576133728,10.139989,0.591426,114.955002,4.002746,28.968719,1,7
"168",346229.318,6377186.19,0,26.15015,9.73928260803223,18.516323,0.162027,52.088249,3.191542,10.06889,1,21
"169",343658.662,6373583.82,0,25.78426,10.8238563537598,16.612871,1.147928,65.962997,4.939503,9.857712,1,32
"170",344904.493,6377387.38,0,28.241159,8.7100715637207,21.0875,1.33778,42.371498,3.543147,2.529701,1,4
"171",344028.431,6368490.29,0,26.83769,7.12638902664185,13.96799,0.557846,84.797501,4.995245,11.990425,1,24
"172",337632.208,6371883.23,0,25.732189,7.05216455459595,12.877643,1.178676,148.680801,4.922732,18.927963,1,14
"173",343775.905,6365918.87,0,26.054251,5.11597681045532,18.080618,0.229821,79.2005,4.578151,0.03791,1,10
"174",339578.475,6367586.25,0,25.395981,7.16412210464478,15.4157,0.827185,133.889297,4.58063,7.826477,1,9
"175",336499.044,6377195.93,0,25.79258,12.8387813568115,11.733122,0.702463,94.247276,4.840956,24.361649,1,21
"176",350307.542,6375581.71,0,25.777679,12.4347114562988,11.002372,0.41556,92.609161,2.477189,42.524025,1,8
"177",343735.843,6366972.94,0,26.27153,6.76429796218872,14.196129,3.943041,100.804497,4.000577,20.746262,1,3
"178",343882.778,6373989.93,0,25.6292,11.9368381500244,11.62318,0.037766,85.233368,4.579735,31.462849,1,26
"179",336596.403,6379084.06,0,25.60976,10.9896335601807,16.934595,3.271945,90.759506,4.518093,20.838417,1,4
"181",344171.71,6377669.79,0,28.16403,8.53212833404541,20.921293,0.027435,39.388248,2.464954,0.826824,1,8
"182",338838.671,6380788.71,0,26.52158,14.7377405166626,11.56963,0.033647,99.498253,4.150781,45.611473,1,9
"183",348989.681,6377133.19,0,26.577209,12.127760887146,12.167938,0.25941,95.141998,2.830698,48.686699,1,3
"184",338308.545,6378790.46,0,26.156469,10.4311332702637,18.51387,1.502535,61.899502,3.994951,0.90609,1,26
"185",337880.855,6371288.4,0,27.591631,6.91462182998657,14.982693,0.10285,141.575195,4.104955,13.66851,1,6
"186",342432.231,6377586.89,0,25.721479,13.8558921813965,16.497627,0.13431,61.194752,4.765589,18.392883,1,20
"187",340628.17,6369687.14,0,26.041019,6.86627912521362,18.794922,2.155881,97.592751,4.618402,2.044685,1,5
"188",346551.496,6370301.95,0,27.044769,8.18246459960938,17.243683,0.315156,62.853249,4.67923,7.900562,1,25
"189",343046.056,6377242.83,0,25.527121,10.9709510803223,18.260746,0.323777,56.131001,2.851253,13.062885,1,8
"190",344211.668,6369582.25,0,27.00749,8.72603988647461,18.862823,1.496985,65.511497,4.340673,1.154488,1,18
"191",337281.215,6378890.13,0,25.63166,10.3580884933472,15.161127,0.1285,74.601486,4.620339,7.696877,1,51
"192",345231.421,6379386.49,0,27.61417,11.7686758041382,15.281864,0.388257,61.630001,4.074774,23.527782,1,6
"193",338068.892,6369987.21,0,25.553129,5.22108459472656,9.69949,0.045831,188.882507,3.000915,61.106392,1,3
"194",347411.5,6371206.89,0,26.66226,9.0914478302002,12.600733,3.671952,90.704002,2.285753,33.47768,1,2
"195",341877.627,6365590.36,0,26.42874,4.81923341751099,14.044784,0.150446,117.610703,4.809788,19.814468,1,13
"196",342083.353,6371887.52,0,26.22077,8.20212078094482,17.221647,0.255802,77.832748,4.256018,2.87619,1,44
"197",340530.77,6380587.55,0,25.96261,11.1871061325073,12.801029,0.070292,78.814751,4.240101,34.61092,1,24
"198",335556.284,6378480.2,0,26.114229,14.3812961578369,13.752789,4.943563,110.4487,3.788135,39.259117,1,4
"199",340559.078,6365489.33,0,25.3936,4.8589506149292,17.098291,0.097441,132.360992,3.998882,23.574448,1,3
"200",349332.551,6373690.52,0,28.054359,11.4247598648071,18.325712,0.079749,60.27029,2.035601,5.867039,1,3
"201",335214.053,6378990.25,0,25.943119,13.9276008605957,15.547315,0.563995,92.793251,4.775111,21.336998,1,11
"202",337708.289,6375191.73,0,26.68819,8.46170330047607,16.595001,1.567497,79.998413,4.807648,2.736679,1,18
"203",342504.482,6368089.08,0,26.155849,9.8548583984375,11.850569,0.318872,110.451202,4.961238,27.001617,1,16
"204",346508.193,6376488.5,0,26.202709,11.7345924377441,11.608792,0.270585,80.570374,4.557662,36.954651,1,19
"205",337179.597,6372287.27,0,26.07114,6.63477373123169,11.25032,0.296318,147.101501,4.779779,23.525345,1,17
"206",346132.632,6370492.86,0,27.025459,8.36817836761475,18.498173,1.481797,58.353748,4.140765,4.829628,1,16
"207",345511.84,6377392.41,0,26.99262,9.61870098114014,20.441343,0.854835,45.737251,3.266462,5.311775,1,17
"208",342909.907,6369688.11,0,27.101351,8.27477169036865,20.115736,0.194583,69.629997,3.300574,0.217278,1,13
"209",345423.309,6372788.59,0,25.80438,7.79548311233521,21.072027,2.976928,52.320251,2.55057,3.06118,1,9
"210",345325.772,6369974.57,0,26.109591,9.44341468811035,17.708675,0.176745,60.467751,3.457932,4.330914,1,29
"211",339681.316,6377385.36,0,25.912251,7.91573858261108,18.752716,0.291651,57.856251,2.753326,3.975548,1,13
"212",345133.619,6375679.74,0,26.92452,9.05124950408936,20.465225,1.976709,49.907059,2.448433,5.36113,1,6
"213",345475.057,6379696.38,0,27.52305,11.7668170928955,14.371118,0.50652,66.302254,2.327674,27.796452,1,5
"214",346823.158,6370179.73,0,27.014099,8.39333534240723,16.36548,0.232402,65.797501,4.088972,10.171303,1,23
"215",346907.57,6371990.96,0,25.546659,10.8780345916748,13.917191,0.865407,80.00425,3.113345,25.255562,1,13
"217",346505.098,6374084.1,0,25.863939,7.91194295883179,17.92021,3.392128,59.933151,2.11282,10.568295,1,7
"218",342533.697,6366489.18,0,27.027031,6.09374284744263,13.003037,0.425438,109.156799,4.905925,19.387825,1,15
"219",344730.73,6376390.98,0,25.5982,8.7747745513916,19.444784,3.691911,52.935249,3.695621,9.85149,1,15
"220",338954.734,6379992.08,0,25.53903,14.4390211105347,14.961655,3.578403,81.970497,4.112417,27.681385,1,6
"221",348230.888,6371593.22,0,26.742201,8.66214370727539,15.105861,1.566337,73.753754,4.132652,12.034161,1,17
"222",338328.183,6382482.82,0,26.018459,15.4390859603882,11.998438,0.027229,98.4785,3.944362,44.256081,1,11
"223",348533.734,6374396.99,0,26.759041,12.1287221908569,18.485321,0.602121,57.991539,2.316241,5.57317,1,5
"224",340932.178,6371696.09,0,25.6075,7.97046709060669,14.003221,0.297588,96.400497,4.996894,7.61924,1,43
"225",343420.835,6367884.03,0,27.438801,8.47214698791504,16.951649,0.059539,79.178253,4.689807,0.620354,1,13
"226",349341.884,6376592.92,0,27.39716,12.0151557922363,15.208402,0.01699,88.295029,2.890255,40.575508,1,3
"227",345383.828,6374178.69,0,26.34963,9.19153881072998,20.587532,1.873261,50.136238,3.998003,2.433601,1,21
"228",349507.891,6372386.78,0,26.237869,10.4267530441284,12.401862,0.973136,80.94725,2.037452,22.98785,1,4
"229",343907.219,6368693.55,0,26.709221,7.63991069793701,16.495001,0.299434,73.269997,4.86547,2.306511,1,36
"231",337308.003,6372684.21,0,25.972771,7.13623762130737,12.891002,2.399628,127.603203,4.891659,13.758682,1,4
"232",339510.363,6380888.31,0,25.70713,13.4088487625122,13.930267,0.332624,79.741737,4.790309,29.989735,1,27
"233",338357.496,6369293.2,0,25.63143,4.52876949310303,12.27686,0.091465,147.832993,4.957582,19.824432,1,17
"234",347323.961,6378783.42,0,28.55863,12.0800704956055,9.311306,0.012906,158.998993,3.749646,116.170898,1,2
"235",344426.142,6376687.86,0,25.800751,9.01668834686279,19.272936,1.575253,50.282501,4.116211,7.765587,1,16
"236",337686.482,6379793.99,0,25.632429,10.0332059860229,12.175562,1.866159,90.132248,4.30522,26.76717,1,13
"237",346314.147,6378488.37,0,27.18515,9.58237552642822,12.222513,0.170131,85.507751,4.385832,44.347191,1,4
"238",338285.897,6369089.07,0,25.61578,4.12306833267212,10.845536,0.274785,160.151993,4.854707,29.363129,1,11
"239",343990.48,6371791.3,0,26.67663,8.68247413635254,19.389034,0.009799,60.068501,4.473832,0,1,25
"240",343509.679,6369787.45,0,26.123329,8.35461616516113,17.607996,0.129163,77.28775,2.116698,9.194298,1,5
"241",343190.219,6367071.88,0,25.92148,7.43418645858765,13.675426,0.513443,97.463997,3.988427,14.27182,1,23
"242",337761.459,6382784.13,0,25.85832,15.4376735687256,14.31332,0.192575,79.638,4.85556,23.607464,1,18
"243",342717.435,6380059.01,0,25.318951,7.25335788726807,17.194841,0.187142,49.662498,4.775165,16.350967,1,2
"244",348681.27,6378488.12,0,26.22386,9.93373680114746,10.9492,0.023515,124.630501,2.46325,80.142128,1,2
"245",350224.887,6372616.12,0,26.359381,10.9360570907593,12.456772,3.770883,84.255997,2.000064,27.905128,1,5
